2729765038,4975130
2108932215,3699852
2136102590,4607462
1328327360,2648756
1435993923,2939510
4129127530,8593692
3523644521,6197610
2487772028,5028806
3582907422,7966506
3178062449,6383202
1994634569,4126992
2781054177,5868506
1995947797,4278692
2909376704,6177710
1392989674,2366982
4246737697,7477490
3348802085,7099560
3622240447,7770156
2492355111,5278506
1126864308,2254502
3372980129,7206540
3082961038,6515256
4263895748,7938306
3246853237,6277530
2906353410,6363006
2439451812,5078262
2272679045,4711070
2586846350,5562522
2295211589,5006406
2428777588,5237232
3245525283,6700332
1568207048,2507472
2406060407,4159560
4574018024,8931132
3848310853,8085492
1395681451,2783892
2484353785,5241810
3493334179,7406562
1263945967,2460192
3688692118,7003962
2291155232,3938240
2537494204,5306112
1132948654,2248500
1901742387,4114812
2852935091,6192632
3789849934,8125350
1152030104,2400950
4040784825,8770482
4194804783,7357656
2736985526,5329172
3900796923,8564402
3157105552,6689982
1788851609,4034072
1764598427,3480090
2134588489,4581740
1809103939,3874992
3606458302,7450170
2452046415,4126992
2591702802,5137022
4161041082,8652422
3111558294,6556160
3410897601,7041062
3796745324,8280006
4259915286,8967030
2469042106,4320162
2430335867,4126992
1441437513,2851032
1370600233,2908730
3988769221,8605422
2180397034,4454210
1175826035,2342430
3015226345,6342842
1560229509,3296040
3895463587,8576112
1665197498,3170180
1681715926,2707670
1359207472,2257506
3735505408,7428350
2429391158,5150630
3176314247,6633200
2942885537,6167772
1476057945,3113460
3641285649,7904532
2281974343,4689390
3658681954,6799056
1910145082,3252612
3406683794,6988092
3486487874,7185080
3305079300,6914270
2140399466,4466882
1918951034,3816162
3428075664,7072940
2352520884,4904010
2336077972,4098600
3689386113,6525470
3959500249,8314572
2548112169,5403300
1273601099,2545620
1169391671,2263520
1834353559,3930306
