4402082210,6856542
9220805789,16715832
6642177119,11747756
10302438873,20155610
5491838202,10820810
10920749454,18848622
6153565349,11340056
6946865245,12134772
3514413412,6633200
7871567596,15409550
6487329126,11563400
7258186719,13173270
12572561315,23546756
12039285450,20453006
3982872155,7731180
5261757127,10192056
10890339053,18322680
14669626150,24955020
10964437124,20254500
5287104918,9906756
6635592100,9507972
12742233908,19913906
4234553525,6408492
8666092366,11394000
10797301124,16937340
8783479004,14178990
9019139598,15519660
6605780166,13224132
11748274830,21284382
4261432785,8407100
3359358882,6586922
4757969232,8883380
11386503204,20290520
10156424018,19815852
10782637375,18468506
6711052863,12415052
7578417225,13035710
9076956362,17259870
8587106126,16236870
5611310222,10643906
9135847346,17829506
3992420810,7675670
5295633348,9311652
5101436093,9471006
6982762657,13723320
4986229986,8291520
6261425989,11570202
11529421515,21935172
6635702354,11239256
4695939415,9220332
5288387939,9768750
8908685352,16180506
7747051467,15097110
12887994272,23304756
5772233877,11367012
5894808106,11427780
8280551993,14841756
11099846475,23006412
6985529195,12155682
10108489312,18848622
8824095806,16962042
7315883412,12819980
4028046742,7983450
4516350404,9009002
9035220409,15151556
8658690261,16301406
4694059815,8847650
10087818245,17560290
5622240825,10071102
12098110357,21589962
9234840109,18015780
6400649289,12777050
4816687283,7681212
5271441334,10096506
11092080760,20128682
6215615178,9887880
13036848162,23712030
9681780869,17409756
4414712683,8746806
12645312932,23169782
4169967483,7131570
5711603377,10630860
9230643670,16838712
9836994362,17044512
3473636516,6292572
9727720435,16822302
6741462131,11665640
12564017783,22529262
13079785580,22472340
12374323941,21935172
9012816999,15788702
9801543628,18237170
6930114981,11905950
5124259374,9293352
9219489163,17176880
9178211971,14277062
6307142404,9594506
5407754992,8770482
10005125289,13879350
8877156934,12727056
