222046899,1558
261863983,1482
248174772,1200
203072304,1292
173503155,1616
137970486,1196
136776196,1840
175203026,1714
163547467,1782
130726587,1148
143481284,1336
133869574,1030
140660374,1122
156162731,1530
135849611,1792
139036397,1282
144922135,1670
193623708,1356
134582447,1424
133372300,1934
145472271,1436
134324937,1736
133060040,1050
133946601,1478
158950414,1836
142132186,1034
148217665,1324
171070775,1612
147487045,1952
135384808,1634
135035168,1006
138407725,1618
138854404,1246
140279773,1946
147149109,1694
142809945,1552
175335557,998
132169703,1838
133016618,1680
153050328,1928
131413408,1896
129909124,1014
131006375,1936
147299765,1198
152701066,1464
141933201,1284
130113017,1036
128494704,1066
130682788,1560
132663957,1172
174171473,1782
160145837,1006
130657112,1200
133100441,1970
141403454,1290
188768013,1188
192855708,1342
139282958,1880
140562959,1796
135502613,1288
134200336,1690
127759554,1516
132089656,1060
131170246,1818
127813170,1900
131483638,1506
129052392,1680
129735436,1722
130348629,1694
129567412,1856
137081281,1300
128268156,1532
126902443,1906
130598210,1628
126602644,1212
164460836,1854
130699779,1236
130380345,1454
128103908,1478
136569659,1866
145238171,1784
126925854,1280
127878492,1930
127498645,1086
127094632,1076
128757878,1706
126886208,1234
130757549,1410
127758421,1180
128248521,1816
142597745,1060
128466386,1494
127468816,1938
127369134,1272
129362009,1436
128065016,1226
200219300,1528
149627176,1478
147125322,1430
162204410,1946
