2472337636,3550
2635134849,4652
2198209057,3526
2596796751,4544
3135621174,4956
2312760814,5144
2556137660,3906
2163183478,5806
2787324293,5102
2508860701,4278
2635803168,5472
2925283828,4576
3118535619,3190
2803426248,5082
2467786271,3296
2604372920,3090
2640944693,5970
2335766845,3560
2885642319,5580
2951646556,3804
2725312599,4548
2503044816,3570
2828315655,3858
2588788629,3296
2336577134,3536
2766355691,3314
2468437977,5776
2470367795,3556
2417008000,3204
2258910920,5258
2373371302,3508
2712656828,5390
2578994546,3388
2369684976,5556
2830631739,3918
2436430406,4912
2342329964,3242
2491968467,4852
2500914880,4192
2787565567,5414
2426460749,4888
2618199949,4394
2566096746,3416
2279039780,4492
2322179581,4264
2359582032,4098
2395523623,5526
2711380603,3130
2681275288,4242
2465106954,4100
2357369028,5036
2626309264,4642
2490105859,3070
2262906863,5940
2287719243,5208
2558114298,5154
2485106305,3764
2938848815,3076
2637207393,4178
2651484876,4480
2654214035,3794
2651229254,4578
2866796479,3010
2682075006,5474
2266462168,5000
2303578036,3110
2238698613,5180
2468764584,5246
2317564781,4458
2771132472,5464
2913403608,5800
2418164909,4180
2613176984,4198
2364910083,5924
2282596597,4442
2204040044,5486
2302035994,4568
2674834883,5436
2548004935,4436
2491752868,5052
2328337932,3876
2328287337,4946
2304758355,4568
2443510057,3382
2370346499,5188
2894035196,3010
2667197168,3646
2469955853,3468
2464476770,5760
3039344730,3112
2548015508,5806
2494480139,4072
2773524827,5222
2832170005,4484
2435862524,4830
2746878912,3410
2351898630,3828
2253952899,5220
2519672365,4370
2321379108,5292
