165896023,41992
82179067,41992
47718351,41992
70659815,41992
72750106,41992
34609482,41992
34263996,41992
34501872,41992
36388268,41992
69791756,41992
42742584,41992
43147351,41992
38480446,41992
35427702,41992
34105412,41992
35454132,41992
33617199,41992
47548440,41992
33903405,41992
33736892,41992
35353318,41992
74234756,41992
33375547,41992
42944968,41992
42325734,41992
44763400,41992
42205664,41992
42191316,41992
38052647,41992
32472750,41992
32102343,41992
34569837,41992
34251913,41992
33374792,41992
32723087,41992
32159358,41992
32318319,41992
31684738,41992
31934696,41992
34655925,41992
33907181,41992
32138213,41992
31357375,41992
33715748,41992
32624160,41992
32143876,41992
31380029,41992
33738025,41992
32602260,41992
35726746,41992
42838490,41992
40298123,41992
41362148,41992
42383504,41992
40430654,41992
41572083,41992
41760118,41992
42136189,41992
41844319,41992
47602434,41992
39520306,41992
35021047,41992
42278159,41992
30949587,41992
33261140,41992
32919051,41992
33336279,41992
32479546,41992
32087994,41992
31908643,41992
33138048,41992
33856208,41992
33243771,41992
33728585,41992
32617364,41992
32570921,41992
32311901,41992
34233789,41992
32342484,41992
69487426,41992
34227748,41992
32655121,41992
33118037,41992
27559662,41992
35172834,41992
34575501,41992
31825198,41992
32756313,41992
31753080,41992
40583952,41992
32987394,41992
32174460,41992
32658898,41992
30635440,41992
31192372,41992
32544113,41992
33932857,41992
31671900,41992
31229375,41992
33707441,41992
