1087,29853264
1353,41559844
854,34886304
418,14520660
701,27803424
456,17070324
591,25126960
631,28087512
496,20078784
1022,42790500
865,35777340
685,31561512
523,21932064
604,24971244
518,21720640
906,37958184
996,41250444
664,24227760
432,15719224
872,39436080
426,14596204
1048,46493724
426,14976864
1102,48659112
808,34869600
874,40978404
562,22693584
836,39134704
820,37697244
889,41669320
584,24479004
896,42494980
866,38185060
520,22237780
1119,49411740
578,25468384
524,21157512
512,21707460
726,30365424
635,28418260
1042,49850112
561,23495512
597,27210064
1051,49690480
892,20282080
745,29637300
755,34769460
963,42716524
605,25639960
814,30960580
435,13671220
417,12989704
1106,46416612
840,39738612
1054,47755764
902,39774280
807,33940560
868,40509000
1045,47112924
1041,49074324
482,18513612
998,42716524
452,16491024
916,40996512
499,19176624
553,21733824
468,18319404
455,16663764
862,39988624
605,21313920
422,15529164
663,28237612
483,15989512
702,30929112
795,33366280
960,45267612
541,21602164
484,19475040
709,31149724
436,15741660
1030,44358780
551,23276664
954,44849920
934,43964064
415,13566840
487,16837404
644,29729760
466,16148244
1123,47404584
924,38905020
645,27505944
654,24227760
660,28811640
560,22842040
863,40833684
459,16698420
522,20666020
416,12948960
684,29070312
617,24689364
852,13635657
