32,60048
26,60048
10,60048
103,60048
5,60048
2,60048
4,60048
2,60048
1,60048
2,60048
10,60048
3,60048
3,60048
3,60048
3,60048
4,60048
2,60048
2,60048
2,60048
1,60048
2,60048
2,60048
2,60048
2,60048
2,60048
15,60048
4,60048
3,60048
2,60048
3,60048
3,60048
3,60048
3,60048
3,60048
2,60048
2,60048
3,60048
1,60048
2,60048
1,60048
9,60048
1,60048
1,60048
3,60048
3,60048
1,60048
2,60048
2,60048
2,60048
1,60048
8,60048
7,60048
2,60048
1,60048
9,60048
2,60048
2,60048
3,60048
3,60048
2,60048
2,60048
3,60048
2,60048
3,60048
3,60048
3,60048
2,60048
6,60048
4,60048
9,60048
3,60048
3,60048
3,60048
4,60048
2,60048
3,60048
3,60048
2,60048
1,60048
4,60048
3,60048
2,60048
2,60048
2,60048
2,60048
9,60048
3,60048
3,60048
3,60048
2,60048
3,60048
3,60048
3,60048
2,60048
2,60048
3,60048
4,60048
2,60048
3,60048
2,60048
17,30024
